doi,title,original_query_hits,initial_decision,matched_existing_record,relationship_type,final_decision,final_catalog_slug,reason,review_stage,official_source_url
10.5061/dryad.x0k6djhrk,Phylogenetic and recombination analysis of adenovirus isolates reveals discordance between serotype and phylogeny:  Multiple sequence alignments,"[""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.x0k6djhrk
10.5061/dryad.x3ffbg7dz,Data from: Induced phenological avoidance: a neglected defense mechanism against seed predation in plants,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.x3ffbg7dz
10.5061/dryad.x3ffbg7nn,"Progress in understanding middle Eocene nassellarian (Radiolaria, Polycystinea) diversity; new insights from the western equatorial Atlantic Ocean","[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.x3ffbg7nn
10.5061/dryad.x3ffbg7wt,"Data from: Taxonomic corrections and new records for vascular plants of Kyrgyzstan, 6","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.x3ffbg7wt
10.5061/dryad.x69p8czhv,eNOS/NO and their role in modifying the vascular barrier in retinopathy - Source data,"[""ocular"", ""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,"Figure-by-figure source-data workbooks are article support, not a distinct reusable ocular resource.",strict_screen_c,https://doi.org/10.5061/dryad.x69p8czhv
10.5061/dryad.x95x69pmq,Robust cone-mediated signaling persists late into rod photoreceptor degeneration,"[""retinal""]",include,,,included_new_record,dryad_x95x69pmq,Raw rod-degeneration microscopy directly supports retinal-degeneration mechanisms.,scope_screen_c,https://doi.org/10.5061/dryad.x95x69pmq
10.5061/dryad.xd2547dkc,Flash sequence duration,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.xd2547dkc
10.5061/dryad.xgxd254d1,Systemic paralogy and function of retinal determination network homologs in arachnids,"[""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,"Arachnid retinal-determination study is evolutionary developmental comparison, not a translational ocular biology resource.",scope_screen_c,https://doi.org/10.5061/dryad.xgxd254d1
10.5061/dryad.xgxd254pk,"Supporting information for: Discrimination ability of central visual field testing using stimulus size I, II, and III and relationship with macular ganglion cell thickness in chiasmal compression","[""\""optical coherence tomography\"""", ""\""visual field\"""", ""macular"", ""perimetry""]",include,,,included_new_record,dryad_xgxd254pk,Human visual-field and macular-ganglion-cell thickness measurements are direct ophthalmic clinical data.,scope_screen_c,https://doi.org/10.5061/dryad.xgxd254pk
10.5061/dryad.xgxd254w6,Data from: Photodynamic therapy with infracyanine green induces keratocyte depopulation in the normal equine cornea,"[""cornea"", ""corneal"", ""ocular"", ""ophthalmic"", ""ophthalmology""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,"Three small experimental result tables are article support, without a broader reusable ocular research object.",strict_screen_c,https://doi.org/10.5061/dryad.xgxd254w6
10.5061/dryad.xpnvx0kb6,"Data from: Oxidative stress in the retina and retinal pigment epithelium (RPE): role of aging, and DJ-1","[""retina"", ""retinal""]",include,,,included_new_record,dryad_xpnvx0kb6,Retina/RPE oxidative-stress microscopy is directly reusable retinal-degeneration biology data.,scope_screen_c,https://doi.org/10.5061/dryad.xpnvx0kb6
10.5061/dryad.xsj3tx9gx,"Datasets for neuronal imaging, extracellular recordings and behavioral rig code","[""retina"", ""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.xsj3tx9gx
10.5061/dryad.xwdbrv1f6,"Ecological specialization, rather than the island effect, explains morphological diversification in an ancient radiation of geckos","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.xwdbrv1f6
10.5061/dryad.xwdbrv1jh,"The conservation genetics of Iris lacustris (Dwarf Lake Iris), a Great Lakes endemic","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Plant genus Iris search collision; not an ocular resource.,broad_screen,https://doi.org/10.5061/dryad.xwdbrv1jh
10.5061/dryad.xwdbrv1kd,GTPBP2 in-frame deletion in a canine model with progressive retinal degeneration,"[""retinal""]",include,,,included_new_record,dryad_xwdbrv1kd,Canine progressive-retinal-degeneration sequencing directly supports inherited retinal-disease research.,scope_screen_c,https://doi.org/10.5061/dryad.xwdbrv1kd
10.5061/dryad.xwdbrv1tn,Diagnostic capability of ganglion cell complex thickness via spectral domain optical coherence tomography in glaucoma,"[""\""optical coherence tomography\"""", ""corneal"", ""glaucoma"", ""macular"", ""ophthalmic"", ""ophthalmology"", ""retinal""]",exclude,dryad_gcc_glaucoma,exact_duplicate,existing_catalog_record,,Exact Dryad DOI already cataloged as dryad_gcc_glaucoma.,broad_screen_exact_catalog_doi_match,https://doi.org/10.5061/dryad.xwdbrv1tn
10.5061/dryad.z08kprrg3,"Data from: Feeding ecology of <em>Ellochelon vaigiensis</em> (Quoy &amp; Gaimard, 1825) living in the Mekong Delta, Vietnam","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.z08kprrg3
10.5061/dryad.z08kprrk3,Data from: A naturally occurring canine model of syndromic congenital microphthalmia ,"[""ocular""]",include,,,included_new_record,dryad_z08kprrk3,Canine congenital microphthalmia sequencing/GWAS directly supports ocular developmental-disease mechanism research.,scope_screen_c,https://doi.org/10.5061/dryad.z08kprrk3
10.5061/dryad.z08kprrk6,Frameshift variant in AMPD2 in Cirneco dell’ Etna with retinopathy and tremors,"[""retina"", ""retinal""]",include,,,included_new_record,dryad_z08kprrk6,Canine inherited retinopathy sequencing directly supports retinal disease mechanisms.,scope_screen_c,https://doi.org/10.5061/dryad.z08kprrk6
10.5061/dryad.z08kprrm1,Data from: Quantifying a light-induced energetic change in bacteriorhodopsin by force spectroscopy,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.z08kprrm1
10.5061/dryad.z612jm67f,Feeding behaviour is the main driver for microparticle intake in mangrove crabs,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.z612jm67f
10.5061/dryad.z612jm68q,Chemical-genetic interrogation of RNA polymerase mutants reveals structure-function relationships and physiological tradeoffs ,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.z612jm68q
10.5061/dryad.z8w9ghx9c,Accuracy of intraocular lens calculation formulas in cataract patients with steep corneal curvature,"[""cataract"", ""cornea"", ""corneal""]",include,,,included_new_record,dryad_z8w9ghx9c,Human IOL-calculation cohort is direct cataract-surgery ocular-biometry data.,scope_screen_c,https://doi.org/10.5061/dryad.z8w9ghx9c
10.5061/dryad.z8w9ghx9f,Inflation test on eye globe for: Experimental evaluation of stiffening effect induced by UVA/riboflavin corneal cross-linking using intact porcine eye globes,"[""cornea"", ""corneal""]",include,,,included_new_record,dryad_z8w9ghx9f,Porcine corneal cross-linking inflation measurements are directly reusable ocular-surgery biomechanics data.,scope_screen_c,https://doi.org/10.5061/dryad.z8w9ghx9f
10.5061/dryad.z8w9ghxpp,ApoM-bound S1P acts via endothelial S1PR1 to suppress choroidal neovascularization and vascular leak,"[""macular""]",include,,,included_new_record,dryad_z8w9ghxpp,Experimental choroidal-neovascularization images and quantification directly support retinal vascular disease mechanisms.,scope_screen_c,https://doi.org/10.5061/dryad.z8w9ghxpp
10.5061/dryad.z8w9ghxs8,Exact kinetic propagators for coherent state complex Langevin simulations,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.z8w9ghxs8
10.5061/dryad.zcrjdfngp,Data from: Behavior shapes retinal motion statistics during natural locomotion,"[""\""visual field\"""", ""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,The package omits raw eye-tracking data and addresses general locomotor retinal-motion statistics rather than an ophthalmic resource.,deferred_resolution,https://doi.org/10.5061/dryad.zcrjdfngp
10.5061/dryad.zcrjdfnpb,Data from: Plasticity in hydraulic architecture: Riparian trees respond to increased temperatures with genotype-specific adjustments to leaf traits,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.zcrjdfnpb
10.5061/dryad.zkh18938j,Data from: Integration of genomics and transcriptomics predicts diabetic retinopathy susceptibility genes,"[""\""diabetic retinopathy\""""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,"Two Figure 3 source-data files are article-level derived results, not a standalone reusable retinal-omics resource.",strict_screen_c,https://doi.org/10.5061/dryad.zkh18938j
10.5061/dryad.zkh1893nt,Glaucoma-associated optineurin mutations increase transcellular degradation of mitochondria in a vertebrate optic nerve,"[""glaucoma"", ""retinal""]",include,,,included_new_record,dryad_zkh1893nt,Optic-nerve imaging and analysis files directly support glaucoma-related optic-nerve biology.,scope_screen_c,https://doi.org/10.5061/dryad.zkh1893nt
10.5061/dryad.zpc866tfb,Brief mindfulness coaching enhances selective attention in medical scientists: A pilot study,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.zpc866tfb
10.5061/dryad.zpc866tfn,Data from: Rise and diversification of chondrichthyans in the Paleozoic,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.zpc866tfn
10.5061/dryad.zs7h44jd9,Data for: Impact of alpha crystallin loss on zebrafish lens development,"[""cataract"", ""ophthalmology""]",include,,,included_new_record,dryad_zs7h44jd9,Zebrafish lens/eye micrographs directly support lens-development and cataract mechanisms.,scope_screen_c,https://doi.org/10.5061/dryad.zs7h44jd9
10.5061/dryad.zw3r2285w,Geometric  structure and electronic properties of boron-substituted silicene,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.zw3r2285w
10.5061/dryad.zw3r228km,Seeing in the deep: evolution of the opsin gene expression in Bermin crater lake cichlids,"[""retina"", ""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,"Cichlid opsin-expression evolution is comparative ecology/evolution, outside strict scope.",scope_screen_c,https://doi.org/10.5061/dryad.zw3r228km
10.5068/d10m4s,Van Allen Probes MagEIS sensor response functions,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5068/d10m4s
10.5068/d1208q,Data from: Specifying high-altitude electrons using low-altitude LEO systems: the SHELLS model,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5068/d1208q
10.5068/d1zd5s,Single cell transcriptomic analyses reveal the impact of bHLH factors on human retinal organoid development,"[""retina"", ""retinal""]",include,,,included_new_record,dryad_d1zd5s,Human retinal-organoid single-cell matrices are directly reusable retinal developmental-biology data.,scope_screen_c,https://doi.org/10.5068/d1zd5s
10.6075/j0707ztm,Early removal of  senescent cells protects retinal ganglion cells loss in experimental ocular hypertension,"[""glaucoma"", ""ocular"", ""retinal""]",include,,,included_new_record,dryad_j0707ztm,Experimental ocular-hypertension retinal-ganglion-cell data directly support glaucoma mechanism studies.,scope_screen_c,https://doi.org/10.6075/j0707ztm
10.6078/d12d9f,Excitatory neurotransmission activates compartmentalized calcium transients in Müller glia without affecting lateral process motility,"[""retina"", ""retinal""]",include,,,included_new_record,dryad_d12d9f,Müller-glia calcium and morphology matrices directly support retinal glial biology.,scope_screen_c,https://doi.org/10.6078/d12d9f
10.6078/d1895r,Directed Evolution of AAV for Efficient Gene Delivery to Canine and Primate Retina - Raw counts of variants from deep sequencing,"[""retina"", ""retinal""]",include,,,included_new_record,dryad_d1895r,Canine/primate retinal AAV deep-sequencing counts directly support ocular gene-delivery development.,scope_screen_c,https://doi.org/10.6078/d1895r
10.6078/d18t35,"Data from: Idiosyncratic perception: a link between acuity, perceived position and apparent size","[""\""visual field\""""]",include,,,excluded_out_of_scope_or_false_positive,,General visual-perception psychophysics lacks a documented ophthalmology or ocular data object.,strict_screen_c,https://doi.org/10.6078/d18t35
10.6078/d1dx1p,Data from: Precession modulation of the South Pacific westerly wind belt  over the past million years,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.6078/d1dx1p
