record_id,canonical_name,catalog_version,catalog_search_cutoff,identity_review_date,current_catalog_record,resource_role,resource_role_definition,dataset_family_id,dataset_family_member_count,dataset_family_members,outgoing_relationship_types,outgoing_relationship_targets,incoming_relationship_sources,relationship_evidence_urls,official_source_url,counting_rule
post_glaucoma_surgery_ptosis_strabismus,Post-Glaucoma-Surgery Ptosis and Strabismus Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,post_glaucoma_surgery_ptosis_strabismus,1,post_glaucoma_surgery_ptosis_strabismus,,,,,https://doi.org/10.1371/journal.pone.0335074.s001,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
prime_fp20,PRIME-FP20: Ultra-Widefield Vessel Segmentation,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,prime_fp20,1,prime_fp20,,,,,https://ieee-dataport.org/open-access/prime-fp20-ultra-widefield-fundus-photography-vessel-segmentation-dataset,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
pupillometry_eeg_fmri_salience,"Pupillometry, EEG, and fMRI Salience Dataset",0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,pupillometry_eeg_fmri_salience,1,pupillometry_eeg_fmri_salience,,,,,https://doi.org/10.6084/m9.figshare.22518010.v1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
puwf_av,PUWF-AV Pediatric Ultra-Widefield Fundus Artery-Vein Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,puwf_av,1,puwf_av,,,,,https://doi.org/10.6084/m9.figshare.32509329.v1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
rao_fundus,RAO Retinal Artery Occlusion Fundus Photography Dataset,0.6.0,2026-08-02,2026-08-02,True,derivative_dataset,"A distinct data product that reuses one or more cataloged resources and adds processing, representations, synthesis, aggregation, or benchmark structure.",rao_fundus,1,rao_fundus,derived_from,jsiec|rfmid,,https://doi.org/10.17632/5428684j44.2,https://data.mendeley.com/datasets/5428684j44/2,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
rasti_oct,"Rasti OCT Dataset (Noor Eye Hospital, Tehran)",0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,rasti_oct,1,rasti_oct,,,,,https://drive.google.com/file/d/1Rv82F7CjPveyONdy1YbRHh05emCb6_Eu,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
ravir,RAVIR: Retinal Artery/Vein Segmentation in IR,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ravir,1,ravir,,,,,https://ravir.grand-challenge.org/data/,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
rbad,RBAD Retinal Branching-Angle Detection Benchmark,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,rbad,1,rbad,,,,,https://github.com/Retinal-Research/RBAD,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
real_fundus,Real Fundus Clinical Image Restoration Benchmark,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,real_fundus,1,real_fundus,,,,,https://github.com/dengzhuo-AI/Real-Fundus/releases/tag/v.1.0.0,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
refuge1_multirater,REFUGE Multi-Rater — Glaucoma with Multi-Expert Annotations,0.6.0,2026-08-02,2026-08-02,True,annotation_layer,"A data product whose principal addition is labels, masks, reports, questions, reasoning records, or other annotations for existing data.",refuge1_multirater,1,refuge1_multirater,derived_from,refuge2,,https://huggingface.co/datasets/realslimman/REFUGE-MultiRater,https://drive.google.com/file/d/1TXTrZyaZ76faXek46pEzaYQmAejLf30d/view,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
refuge2,REFUGE2 — Retinal Fundus Glaucoma Challenge 2,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,refuge2,1,refuge2,,,fundus_domain_generalization|lmod_plus|mm_retinal_reason|refuge1_multirater|smdg,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://huggingface.co/datasets/realslimman/REFUGE-MultiRater|https://kfzyqin.github.io/lmod_plus/|https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset|https://zenodo.org/records/8009107,https://drive.google.com/file/d/1DspRzDqypeBOxZnWPQxmXprNVmJwkBRJ/view,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
reta_benchmark,RETA Benchmark for Retinal Vascular Tree Analysis,0.6.0,2026-08-02,2026-08-02,True,annotation_layer,"A data product whose principal addition is labels, masks, reports, questions, reasoning records, or other annotations for existing data.",reta_benchmark,1,reta_benchmark,derived_from,idrid,,https://doi.org/10.6084/m9.figshare.16960855,https://doi.org/10.6084/m9.figshare.16960855,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
retina_age_analysis,Retina Age Analysis,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,retina_age_analysis,1,retina_age_analysis,,,,,https://huggingface.co/datasets/ramankamran/retina-age-analysis,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
retinal_corrugations_oct,Outer Retinal Corrugations Imaging Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,retinal_corrugations_oct,1,retinal_corrugations_oct,,,,,https://data.mendeley.com/datasets/bzsc7gd9p3/2,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
retinal_dr_longitudinal,Retinal DR Longitudinal Fundus Pairs,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,retinal_dr_longitudinal,1,retinal_dr_longitudinal,,,,,https://huggingface.co/datasets/usama10/retinal-dr-longitudinal,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
retinal_oct_octa_two_subjects_processed,Processed Retinal OCT and OCTA Two-Subject Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,retinal_oct_octa_two_subjects_processed,1,retinal_oct_octa_two_subjects_processed,,,,,https://www.kaggle.com/datasets/cnzakimuena/retinal-oct-and-octa-data-3,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
retinal_optic_flow_locomotion,Retinal Optic Flow and Locomotion Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,retinal_optic_flow_locomotion,1,retinal_optic_flow_locomotion,,,,,https://doi.org/10.25452/figshare.plus.17113883.v1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
retinal_photoplethysmography_rnfl,Retinal Photoplethysmography and RNFL Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,retinal_photoplethysmography_rnfl,1,retinal_photoplethysmography_rnfl,,,,,https://doi.org/10.6084/m9.figshare.21197173.v1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
